Construction Materials of the Outer Walls and City/Municipality,Total Occupied Housing Units,Construction Materials of the Roof,Galvanized iron/aluminum,Tile/concrete/clay tile,Half galvanized iron and half concrete,Bamboo/cogon/ nipa/anahaw,Asbestos,Makeshift/ salvaged/ improvised materials,Trapal,Others,Not Reported
,,,,,,,,,,
NATIONAL CAPITAL REGION,,,,,,,,,,
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  19 ,  19 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
GETAFE,,,,,,,,,,
Total,  6.423 ,  4.539 ,  5 ,  147 ,  1.654 ,  -   ,  71 ,  7 ,  -   ,  -   
Concrete/brick/stone,  1.502 ,  1.479 ,  3 ,  17 ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  449 ,  363 ,  -   ,  -   ,  83 ,  -   ,  3 ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  1.175 ,  1.019 ,  2 ,  104 ,  38 ,  -   ,  12 ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  15 ,  4 ,  -   ,  2 ,  9 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  3.175 ,  1.615 ,  -   ,  24 ,  1.490 ,  -   ,  40 ,  6 ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  66 ,  29 ,  -   ,  -   ,  22 ,  -   ,  15 ,  -   ,  -   ,  -   
Trapal,  18 ,  9 ,  -   ,  -   ,  7 ,  -   ,  1 ,  1 ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  4 ,  2 ,  -   ,  -   ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  19 ,  19 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
LILA,,,,,,,,,,
Total,  2.082 ,  1.929 ,  6 ,  21 ,  126 ,  -   ,  -   ,  -   ,  -   ,  -   
Concrete/brick/stone,  991 ,  980 ,  5 ,  1 ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  480 ,  415 ,  1 ,  2 ,  62 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  491 ,  464 ,  -   ,  18 ,  9 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  118 ,  68 ,  -   ,  -   ,  50 ,  -   ,  -   ,  -   ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Trapal,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
LOAY,,,,,,,,,,
Total,  3.562 ,  2.884 ,  7 ,  94 ,  548 ,  1 ,  25 ,  -   ,  1 ,  2 
Concrete/brick/stone,  1.351 ,  1.321 ,  6 ,  12 ,  11 ,  1 ,  -   ,  -   ,  -   ,  -   
Wood,  637 ,  502 ,  1 ,  10 ,  117 ,  -   ,  6 ,  -   ,  1 ,  -   
Half concrete/brick/stone and half wood,  667 ,  599 ,  -   ,  54 ,  12 ,  -   ,  2 ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  4 ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  895 ,  453 ,  -   ,  18 ,  408 ,  -   ,  16 ,  -   ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   
Trapal,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  7 ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  2 
LOBOC,,,,,,,,,,
Total,  3.475 ,  3.103 ,  7 ,  205 ,  159 ,  -   ,  -   ,  1 ,  -   ,  -   
Concrete/brick/stone,  1.037 ,  1.009 ,  6 ,  21 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  606 ,  562 ,  -   ,  24 ,  20 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  1.174 ,  1.051 ,  1 ,  115 ,  7 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  4 ,  3 ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  633 ,  457 ,  -   ,  45 ,  130 ,  -   ,  -   ,  1 ,  -   ,  -   
Asbestos,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Trapal,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  16 ,  16 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
LOON,,,,,,,,,,
Total,  9.924 ,  9.396 ,  14 ,  18 ,  423 ,  -   ,  10 ,  59 ,  -   ,  4 
Concrete/brick/stone,  2.911 ,  2.896 ,  11 ,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  3.101 ,  2.967 ,  2 ,  7 ,  114 ,  -   ,  -   ,  11 ,  -   ,  -   
Half concrete/brick/stone and half wood,  2.334 ,  2.309 ,  -   ,  6 ,  19 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  30 ,  29 ,  -   ,  -   ,  -   ,  -   ,  -   ,  1 ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  1.390 ,  1.102 ,  -   ,  3 ,  274 ,  -   ,  -   ,  11 ,  -   ,  -   
Asbestos,  4 ,  3 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  61 ,  40 ,  -   ,  -   ,  7 ,  -   ,  9 ,  5 ,  -   ,  -   
Trapal,  61 ,  26 ,  -   ,  -   ,  3 ,  -   ,  1 ,  31 ,  -   ,  -   
Others,  8 ,  6 ,  -   ,  -   ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  21 ,  15 ,  -   ,  -   ,  2 ,  -   ,  -   ,  -   ,  -   ,  4 
MABINI,,,,,,,,,,
Total,  6.240 ,  3.831 ,  37 ,  264 ,  2.080 ,  -   ,  16 ,  -   ,  12 ,  -   
Concrete/brick/stone,  1.772 ,  1.710 ,  33 ,  11 ,  16 ,  -   ,  -   ,  -   ,  2 ,  -   
Wood,  692 ,  429 ,  -   ,  51 ,  210 ,  -   ,  1 ,  -   ,  1 ,  -   
Half concrete/brick/stone and half wood,  1.057 ,  793 ,  3 ,  164 ,  90 ,  -   ,  -   ,  -   ,  7 ,  -   
Galvanized iron/aluminum,  8 ,  2 ,  1 ,  1 ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  2.676 ,  884 ,  -   ,  37 ,  1.749 ,  -   ,  4 ,  -   ,  2 ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  25 ,  5 ,  -   ,  -   ,  9 ,  -   ,  11 ,  -   ,  -   ,  -   
Trapal,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  2 ,  -   ,  -   ,  -   ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  6 ,  6 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
MARIBOJOC,,,,,,,,,,
Total,  4.723 ,  4.408 ,  -   ,  13 ,  290 ,  -   ,  3 ,  8 ,  1 ,  -   
Concrete/brick/stone,  1.212 ,  1.212 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  1.324 ,  1.218 ,  -   ,  2 ,  103 ,  -   ,  -   ,  1 ,  -   ,  -   
Half concrete/brick/stone and half wood,  1.529 ,  1.509 ,  -   ,  5 ,  14 ,  -   ,  -   ,  -   ,  1 ,  -   
Galvanized iron/aluminum,  7 ,  7 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  587 ,  413 ,  -   ,  6 ,  167 ,  -   ,  -   ,  1 ,  -   ,  -   
Asbestos,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  38 ,  31 ,  -   ,  -   ,  4 ,  -   ,  3 ,  -   ,  -   ,  -   
Trapal,  12 ,  4 ,  -   ,  -   ,  2 ,  -   ,  -   ,  6 ,  -   ,  -   
Others,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  5 ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  6 ,  6 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
PANGLAO,,,,,,,,,,
Total,  7.006 ,  6.034 ,  15 ,  37 ,  895 ,  3 ,  6 ,  2 ,  10 ,  4 
Concrete/brick/stone,  3.014 ,  2.984 ,  12 ,  3 ,  12 ,  2 ,  1 ,  -   ,  -   ,  -   
Wood,  1.027 ,  921 ,  2 ,  4 ,  97 ,  1 ,  -   ,  -   ,  2 ,  -   
Half concrete/brick/stone and half wood,  1.344 ,  1.269 ,  1 ,  20 ,  51 ,  -   ,  1 ,  -   ,  2 ,  -   
Galvanized iron/aluminum,  6 ,  5 ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  1.579 ,  826 ,  -   ,  10 ,  729 ,  -   ,  3 ,  1 ,  6 ,  4 
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  8 ,  4 ,  -   ,  -   ,  3 ,  -   ,  1 ,  -   ,  -   ,  -   
Trapal,  4 ,  1 ,  -   ,  -   ,  2 ,  -   ,  -   ,  1 ,  -   ,  -   
Others,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  22 ,  22 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
PILAR,,,,,,,,,,
Total,  5.961 ,  5.582 ,  47 ,  29 ,  297 ,  -   ,  4 ,  1 ,  1 ,  -   
Concrete/brick/stone,  2.197 ,  2.152 ,  39 ,  3 ,  2 ,  -   ,  1 ,  -   ,  -   ,  -   
Wood,  780 ,  740 ,  2 ,  5 ,  33 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  1.091 ,  1.063 ,  6 ,  16 ,  3 ,  -   ,  3 ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  15 ,  15 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  1.853 ,  1.593 ,  -   ,  5 ,  254 ,  -   ,  -   ,  -   ,  1 ,  -   
Asbestos,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Trapal,  8 ,  3 ,  -   ,  -   ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  1 ,  -   ,  -   
Not Reported,  12 ,  12 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
PRES. CARLOS P. GARCIA (PITOGO),,,,,,,,,,
Total,  5.145 ,  3.245 ,  16 ,  267 ,  1.596 ,  -   ,  8 ,  2 ,  11 ,  -   
Concrete/brick/stone,  1.602 ,  1.555 ,  12 ,  13 ,  21 ,  -   ,  -   ,  -   ,  1 ,  -   
Wood,  742 ,  269 ,  -   ,  13 ,  456 ,  -   ,  1 ,  -   ,  3 ,  -   
Half concrete/brick/stone and half wood,  1.010 ,  748 ,  4 ,  200 ,  54 ,  -   ,  -   ,  -   ,  4 ,  -   
Galvanized iron/aluminum,  16 ,  6 ,  -   ,  5 ,  4 ,  -   ,  1 ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  1.739 ,  648 ,  -   ,  34 ,  1.051 ,  -   ,  3 ,  -   ,  3 ,  -   
Asbestos,  3 ,  2 ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  17 ,  7 ,  -   ,  1 ,  6 ,  -   ,  3 ,  -   ,  -   ,  -   
Trapal,  8 ,  3 ,  -   ,  -   ,  3 ,  -   ,  -   ,  2 ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  1 ,  -   ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  7 ,  7 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
SAGBAYAN (BORJA),,,,,,,,,,
Total,  5.149 ,  4.793 ,  88 ,  97 ,  161 ,  -   ,  1 ,  9 ,  -   ,  -   
Concrete/brick/stone,  1.361 ,  1.269 ,  88 ,  2 ,  1 ,  -   ,  -   ,  1 ,  -   ,  -   
Wood,  923 ,  817 ,  -   ,  6 ,  100 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  1.354 ,  1.266 ,  -   ,  86 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  14 ,  13 ,  -   ,  -   ,  -   ,  -   ,  -   ,  1 ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  1.433 ,  1.373 ,  -   ,  3 ,  57 ,  -   ,  -   ,  -   ,  -   ,  -   
Asbestos,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  36 ,  34 ,  -   ,  -   ,  1 ,  -   ,  1 ,  -   ,  -   ,  -   
Trapal,  12 ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   ,  7 ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  14 ,  14 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
SAN ISIDRO,,,,,,,,,,
Total,  2.194 ,  2.165 ,  4 ,  15 ,  8 ,  -   ,  -   ,  2 ,  -   ,  -   
Concrete/brick/stone,  679 ,  676 ,  2 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  617 ,  615 ,  -   ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  584 ,  572 ,  2 ,  10 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  12 ,  12 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  289 ,  277 ,  -   ,  2 ,  8 ,  -   ,  -   ,  2 ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Trapal,  10 ,  10 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
SAN MIGUEL,,,,,,,,,,
Total,  5.393 ,  4.782 ,  2 ,  24 ,  580 ,  -   ,  3 ,  2 ,  -   ,  -   
Concrete/brick/stone,  1.729 ,  1.723 ,  2 ,  1 ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  819 ,  754 ,  -   ,  4 ,  60 ,  -   ,  1 ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  1.139 ,  1.126 ,  -   ,  8 ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  7 ,  7 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  1.652 ,  1.132 ,  -   ,  10 ,  509 ,  -   ,  1 ,  -   ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  30 ,  27 ,  -   ,  1 ,  1 ,  -   ,  1 ,  -   ,  -   ,  -   
Trapal,  13 ,  9 ,  -   ,  -   ,  2 ,  -   ,  -   ,  2 ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  4 ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
SEVILLA,,,,,,,,,,
Total,  2.238 ,  2.213 ,  1 ,  3 ,  19 ,  1 ,  -   ,  1 ,  -   ,  -   
Concrete/brick/stone,  490 ,  489 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  611 ,  608 ,  -   ,  1 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  822 ,  818 ,  -   ,  2 ,  1 ,  1 ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  310 ,  293 ,  -   ,  -   ,  16 ,  -   ,  -   ,  1 ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Trapal,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  5 ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
SIERRA BULLONES,,,,,,,,,,
Total,  5.408 ,  5.272 ,  8 ,  28 ,  95 ,  1 ,  1 ,  3 ,  -   ,  -   
Concrete/brick/stone,  2.264 ,  2.253 ,  8 ,  1 ,  1 ,  1 ,  -   ,  -   ,  -   ,  -   
Wood,  1.036 ,  1.012 ,  -   ,  13 ,  10 ,  -   ,  1 ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  1.044 ,  1.032 ,  -   ,  11 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  7 ,  7 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  1.015 ,  931 ,  -   ,  3 ,  79 ,  -   ,  -   ,  2 ,  -   ,  -   
Asbestos,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  35 ,  31 ,  -   ,  -   ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   
Trapal,  2 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  1 ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  4 ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
SIKATUNA,,,,,,,,,,
Total,  1.515 ,  1.500 ,  -   ,  2 ,  12 ,  -   ,  -   ,  1 ,  -   ,  -   
Concrete/brick/stone,  356 ,  356 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  336 ,  334 ,  -   ,  -   ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  609 ,  607 ,  -   ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  3 ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  211 ,  200 ,  -   ,  -   ,  10 ,  -   ,  -   ,  1 ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Trapal,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
TAGBILARAN CITY (Capital),,,,,,,,,,
Total,  21.423 ,  20.108 ,  230 ,  363 ,  672 ,  2 ,  13 ,  18 ,  5 ,  12 
Concrete/brick/stone,  12.117 ,  11.872 ,  187 ,  45 ,  11 ,  2 ,  -   ,  -   ,  -   ,  -   
Wood,  2.415 ,  2.165 ,  5 ,  62 ,  176 ,  -   ,  3 ,  2 ,  2 ,  -   
Half concrete/brick/stone and half wood,  4.049 ,  3.717 ,  36 ,  248 ,  44 ,  -   ,  2 ,  -   ,  -   ,  2 
Galvanized iron/aluminum,  37 ,  31 ,  1 ,  -   ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  2.521 ,  2.071 ,  -   ,  8 ,  431 ,  -   ,  2 ,  6 ,  3 ,  -   
Asbestos,  4 ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  2 ,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  59 ,  48 ,  -   ,  -   ,  5 ,  -   ,  6 ,  -   ,  -   ,  -   
Trapal,  25 ,  15 ,  -   ,  -   ,  -   ,  -   ,  -   ,  10 ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  193 ,  183 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  10 
TALIBON,,,,,,,,,,
Total,  14.272 ,  11.096 ,  11 ,  389 ,  2.716 ,  1 ,  35 ,  19 ,  5 ,  -   
Concrete/brick/stone,  5.571 ,  5.453 ,  10 ,  66 ,  42 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  895 ,  777 ,  -   ,  9 ,  108 ,  1 ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  2.271 ,  2.002 ,  1 ,  193 ,  71 ,  -   ,  4 ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  30 ,  23 ,  -   ,  3 ,  3 ,  -   ,  -   ,  1 ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  5.328 ,  2.713 ,  -   ,  116 ,  2.466 ,  -   ,  18 ,  11 ,  4 ,  -   
