,name,poverty-inc,cov,conf-int-lowerlimit,conf-int-upper-limit,year
985,Naval,"21,7","10,2","18,1","25,4",2012
986,Navotas,"6,0","27,2","3,3","8,7",2012
987,New Bataan,"32,9","13,3","25,7","40,1",2012
988,New Corella,"41,6","9,8","34,9","48,2",2012
989,New Lucena,"16,6","15,5","12,3","20,8",2012
990,New Washington,"14,7","17,1","10,5","18,8",2012
991,Norala,"28,5","16,0","21,0","36,0",2012
992,Northern Kabuntalan,"64,0","15,0","48,2","79,7",2012
993,Norzagaray,"6,7","23,0","4,2","9,2",2012
994,Noveleta,"3,4","32,5","1,6","5,2",2012
995,Nueva Era,"25,2","15,2","18,9","31,5",2012
996,Nueva Valencia,"19,0","14,4","14,5","23,6",2012
997,Numancia,"9,1","24,2","5,5","12,7",2012
998,Nunungan,"79,7","5,9","72,0","87,4",2012
999,Oas,"36,3","5,7","32,9","39,7",2012
1000,Obando,"4,1","27,8","2,2","5,9",2012
1001,Ocampo,"31,5","9,0","26,8","36,1",2012
1002,Odiongan,"15,4","19,0","10,6","20,1",2012
1003,Old Panamao,"48,3","15,3","36,2","60,4",2012
1004,Olongapo,"3,1","30,6","1,5","4,7",2012
1005,Olutanga,"50,2","8,5","43,2","57,2",2012
1006,Omar,"48,8","12,8","38,5","59,1",2012
1007,Opol,"14,3","23,7","8,7","19,8",2012
1008,Orani,"7,4","14,4","5,6","9,1",2012
1009,Oras,"53,5","4,6","49,5","57,6",2012
1010,Orion,"9,8","12,6","7,8","11,9",2012
1011,Ormoc,"25,7","6,9","22,8","28,6",2012
1012,Oroquieta,"22,2","10,7","18,3","26,2",2012
1013,Oslob,"40,4","8,9","34,5","46,4",2012
1014,Oton,"10,5","16,8","7,6","13,4",2012
1015,Ozamiz,"20,9","10,7","17,3","24,6",2012
1016,Padada,"14,1","17,2","10,1","18,1",2012
1017,Padre Burgos (QN),"27,0","13,2","21,1","32,8",2012
1018,Padre Burgos (SL),"30,9","12,4","24,6","37,2",2012
1019,Padre Garcia,"13,8","17,6","9,8","17,8",2012
1020,Paete,"7,7","33,2","3,5","11,9",2012
1021,Pagadian,"12,0","1,7","11,7","12,3",2012
1022,Pagagawan,"76,2","11,2","62,1","90,3",2012
1023,Pagalungan,"37,5","22,3","23,8","51,2",2012
1024,Pagayawan,"71,6","8,3","61,8","81,3",2012
1025,Pagbilao,"12,1","20,2","8,1","16,1",2012
1026,Paglat,"69,6","12,0","55,8","83,4",2012
1027,Pagsanghan,"38,0","9,4","32,1","43,9",2012
1028,Pagsanjan,"7,2","24,7","4,3","10,1",2012
1029,Pagudpud,"17,8","13,8","13,7","21,8",2012
1030,Pakil,"12,7","21,7","8,1","17,2",2012
1031,Palanan,"48,6","10,5","40,2","57,0",2012
1032,Palanas,"45,0","6,5","40,1","49,8",2012
1033,Palapag,"51,7","5,2","47,3","56,2",2012
1034,Palauig,"20,8","9,2","17,6","23,9",2012
1035,Palayan,"16,9","9,8","14,2","19,7",2012
1036,Palimbang,"57,6","9,7","48,4","66,8",2012
1037,Palo,"17,9","9,8","15,0","20,8",2012
1038,Palompon,"27,7","5,9","25,0","30,4",2012
1039,Paluan,"29,6","14,6","22,5","36,7",2012
1040,Pambujan,"55,5","5,6","50,4","60,6",2012
1041,Pamplona (CG),"26,7","10,3","22,2","31,3",2012
1042,Pamplona (CS),"32,9","9,4","27,8","38,0",2012
1043,Pamplona (NR),"34,1","10,5","28,2","40,0",2012
1044,Panabo,"16,6","12,7","13,1","20,1",2012
1045,Panaon,"31,8","12,1","25,5","38,1",2012
1046,Panay,"30,8","8,6","26,5","35,1",2012
1047,Pandag,"70,2","14,9","53,0","87,4",2012
1048,Pandami,"42,0","13,4","32,7","51,2",2012
1049,Pandan (AE),"20,9","13,1","16,4","25,4",2012
1050,Pandan (CT),"43,7","6,4","39,1","48,3",2012
1051,Pandi,"6,9","16,4","5,0","8,7",2012
1052,Panganiban,"31,4","9,4","26,5","36,3",2012
1053,Pangantucan,"51,7","8,8","44,2","59,2",2012
1054,Pangil,"16,2","25,8","9,3","23,0",2012
1055,Panglao,"16,4","17,4","11,7","21,0",2012
1056,Panglima Estino,"44,3","14,3","33,9","54,7",2012
1057,Panglima Sugala,"54,0","17,3","38,6","69,4",2012
1058,Pangutaran,"51,9","20,9","34,0","69,7",2012
1059,Paniqui,"10,7","10,1","8,9","12,4",2012
1060,Panitan,"29,7","10,8","24,4","34,9",2012
1061,Pantabangan,"19,5","9,3","16,5","22,5",2012
1062,Pantao Ragat,"67,3","8,9","57,5","77,2",2012
1063,Pantar,"67,2","7,1","59,3","75,0",2012
1064,Pantukan,"36,5","13,3","28,5","44,4",2012
1065,Panukulan,"42,4","13,6","32,9","51,9",2012
1066,Paoay,"6,8","21,8","4,4","9,2",2012
1067,Paombong,"10,4","14,7","7,9","12,9",2012
1068,Paracale,"24,0","14,7","18,2","29,8",2012
1069,Paracelis,"40,6","14,8","30,7","50,5",2012
1070,Paranas,"31,8","7,4","27,9","35,7",2012
1071,Parang (MA),"74,0","13,5","57,6","90,3",2012
1072,Parang (SU),"48,4","11,7","39,1","57,7",2012
1073,Paranaque,"1,1","37,2","0,4","1,8",2012
1074,Pasacao,"44,6","6,9","39,5","49,6",2012
1075,Pasay,"1,9","16,0","1,4","2,4",2012
1076,Pasig,"1,8","24,6","1,1","2,6",2012
1077,Pasil,"41,2","19,6","27,9","54,5",2012
1078,Passi,"25,1","9,3","21,3","29,0",2012
1079,Pastrana,"49,5","6,9","43,8","55,2",2012
1080,Pasuquin,"10,4","21,0","6,8","14,0",2012
1081,Pata,"52,1","13,5","40,6","63,7",2012
1082,Pateros,"2,4","43,2","0,7","4,1",2012
1083,Patikul,"48,0","11,4","39,0","57,0",2012
1084,Patnanungan,"55,4","14,9","41,8","69,0",2012
1085,Patnongon,"26,4","11,8","21,3","31,5",2012
1086,Pavia,"8,6","23,8","5,2","12,0",2012
1087,Payao,"50,4","7,6","44,1","56,7",2012
1088,Perez,"37,7","13,6","29,3","46,2",2012
1089,Penablanca,"20,1","9,1","17,1","23,1",2012
1090,Penaranda,"15,0","15,3","11,2","18,8",2012
1091,Penarrubia,"31,0","18,1","21,7","40,2",2012
1092,Piagapo,"81,4","6,7","72,4","90,4",2012
1093,Piat,"15,6","14,6","11,8","19,3",2012
1094,Picong,"72,7","7,7","63,5","81,9",2012
1095,Piddig,"13,6","17,8","9,6","17,5",2012
1096,Pidigan,"23,1","21,5","14,9","31,2",2012
1097,Pigcawayan,"41,9","6,9","37,1","46,6",2012
1098,Pikit,"57,8","7,3","50,9","64,7",2012
1099,Pila,"8,4","19,8","5,6","11,1",2012
1100,Pilar (AA),"38,4","14,9","29,0","47,9",2012
1101,Pilar (BN),"7,7","15,7","5,7","9,6",2012
1102,Pilar (BL),"38,8","7,3","34,2","43,4",2012
1103,Pilar (CZ),"36,6","10,3","30,4","42,8",2012
1104,Pilar (CU),"30,8","13,5","24,0","37,6",2012
1105,Pilar (SO),"42,5","4,9","39,1","45,9",2012
1106,Pilar (SN),"46,4","8,4","40,0","52,8",2012
1107,Pili,"24,6","7,9","21,4","27,8",2012
1108,Pililla,"10,8","29,3","5,6","16,0",2012
1109,Pinabacdao,"47,0","7,1","41,5","52,5",2012
1110,Pinamalayan,"17,0","11,2","13,9","20,2",2012
1111,Pinamungajan,"25,7","9,6","21,7","29,8",2012
1112,Pinili,"23,7","13,3","18,5","28,8",2012
1113,Pintuyan,"44,4","6,1","39,9","48,9",2012
1114,Pinukpuk,"31,9","17,9","22,5","41,3",2012
1115,Pio Duran,"45,1","5,9","40,7","49,5",2012
1116,Pio V Corpuz,"40,7","7,8","35,5","46,0",2012
1117,Pitogo (QN),"28,1","12,3","22,4","33,8",2012
1118,Pitogo (ZR),"34,1","11,8","27,5","40,6",2012
1119,Pinan,"40,2","8,1","34,9","45,5",2012
1120,Placer (MS),"47,7","5,9","43,0","52,3",2012
1121,Placer (SN),"29,5","11,0","24,1","34,8",2012
1122,Plaridel (BU),"6,0","15,0","4,5","7,5",2012
1123,Plaridel (MC),"37,4","11,1","30,6","44,2",2012
1124,Plaridel (QN),"16,6","21,3","10,8","22,4",2012
1125,Pola,"29,2","10,4","24,2","34,1",2012
1126,Polanco,"36,8","7,7","32,1","41,4",2012
1127,Polangui,"26,7","7,0","23,6","29,8",2012
1128,Polillo,"30,8","15,1","23,1","38,4",2012
1129,Polomolok,"22,8","19,1","15,6","30,0",2012
1130,Pontevedra (CZ),"29,1","12,7","23,0","35,1",2012
1131,Pontevedra (NO),"18,3","17,3","13,1","23,6",2012
1132,Poona Bayabao,"64,3","8,0","55,9","72,8",2012
1133,Poona Piagapo,"73,8","6,0","66,5","81,0",2012
1134,Porac,"7,1","14,3","5,4","8,7",2012
1135,Poro,"30,1","9,4","25,4","34,7",2012
1136,Pototan,"18,9","9,7","15,9","21,9",2012
1137,Pozorrubio,"15,4","12,6","12,2","18,5",2012
1138,Presentacion,"48,8","8,0","42,4","55,2",2012
1139,President Garcia,"51,8","6,9","45,9","57,7",2012
1140,President Quirino,"32,7","10,3","27,2","38,3",2012
1141,President Roxas (CZ),"28,6","13,5","22,3","35,0",2012
1142,President Roxas (NC),"47,6","7,9","41,4","53,7",2012
1143,Roxas (ZN),"51,3","5,7","46,4","56,1",2012
1144,Prieto Diaz,"30,7","8,4","26,5","34,9",2012
1145,Prosperidad,"39,3","7,5","34,4","44,2",2012
1146,Pualas,"72,5","9,2","61,6","83,4",2012
1147,Pudtol,"41,1","14,5","31,3","50,9",2012
1148,Puerto Galera,"11,0","19,4","7,5","14,5",2012
1149,Puerto Princesa,"7,8","18,5","5,4","10,2",2012
1150,Pugo,"7,5","26,0","4,3","10,8",2012
1151,Pulilan,"4,8","16,7","3,5","6,1",2012
1152,Pulupandan,"10,3","20,8","6,8","13,8",2012
1153,Pura,"10,8","13,9","8,3","13,3",2012
1154,Quezon (BK),"49,2","7,6","43,0","55,4",2012
1155,Quezon (IA),"24,2","11,9","19,5","28,9",2012
1156,Quezon (MM),"1,6","18,5","1,1","2,1",2012
1157,Quezon (NE),"24,1","9,1","20,5","27,7",2012
1158,Quezon (NV),"21,0","14,9","15,9","26,2",2012
1159,Quezon (PN),"36,0","11,4","29,3","42,7",2012
1160,Quezon (QN),"26,4","16,1","19,4","33,4",2012
1161,Quinapondan,"50,9","5,5","46,3","55,5",2012
1162,Quirino (IS),"35,2","14,3","26,9","43,5",2012
1163,Quirino (IA),"15,9","13,4","12,4","19,4",2012
1164,Ragay,"37,4","5,7","33,9","40,9",2012
1165,Rajah Buayan,"70,5","12,6","55,9","85,1",2012
1166,Ramon,"18,1","11,6","14,6","21,5",2012
1167,Ramon Magsaysay,"32,8","8,3","28,4","37,3",2012
1168,Ramos,"13,0","15,5","9,7","16,3",2012
1169,Rapu-Rapu,"50,3","5,4","45,8","54,8",2012
1170,Real,"29,8","15,0","22,4","37,1",2012
1171,Reina Mercedes,"16,2","13,2","12,7","19,8",2012
1172,Remedios T. Romualdez,"36,1","12,2","28,8","43,3",2012
1173,Rizal (CG),"18,8","11,0","15,4","22,2",2012
1174,Rizal (KA),"9,1","31,3","4,4","13,7",2012
1175,Rizal (LA),"4,9","35,0","2,1","7,7",2012
1176,Rizal (NE),"18,2","9,0","15,5","20,9",2012
1177,Rizal (OM),"31,2","12,0","25,0","37,3",2012
1178,Rizal (PN),"36,7","13,0","28,9","44,6",2012
1179,Rizal (ZN),"33,4","9,5","28,1","38,6",2012
1180,Rodriguez,"5,1","41,5","1,6","8,6",2012
1181,Romblon,"26,9","12,4","21,4","32,4",2012
1182,Ronda,"32,7","10,9","26,8","38,6",2012
1183,Rosales,"8,8","16,4","6,4","11,1",2012
1184,Rosario (AS),"40,0","12,4","31,8","48,1",2012
1185,Rosario (BS),"14,9","14,5","11,4","18,5",2012
1186,Rosario (CE),"7,5","22,7","4,7","10,3",2012
1187,Rosario (LU),"8,2","18,5","5,7","10,7",2012
1188,Rosario (NS),"43,5","8,4","37,5","49,4",2012
1189,R.T. Lim,"50,0","7,0","44,2","55,8",2012
1190,Roxas (CZ),"12,6","14,7","9,5","15,6",2012
1191,Roxas (IA),"15,6","12,0","12,5","18,7",2012
1192,Roxas (OR),"21,1","12,6","16,7","25,5",2012
1193,Roxas (PN),"21,0","11,8","16,9","25,1",2012
1194,Sabangan,"10,9","24,9","6,4","15,4",2012
1195,Sablan,"9,2","34,5","4,0","14,4",2012
1196,Sablayan,"28,0","10,6","23,1","32,9",2012
1197,Sabtang,"30,7","15,2","23,0","38,3",2012
1198,Sadanga,"42,7","18,4","29,8","55,6",2012
1199,Sagada,"10,2","24,5","6,1","14,3",2012
1200,Sagay (CM),"49,9","10,8","41,1","58,8",2012
1201,Sagay (NO),"25,2","13,9","19,4","30,9",2012
1202,Sagbayan,"24,0","10,9","19,7","28,3",2012
1203,Saguday,"12,6","22,0","8,0","17,2",2012
1204,Saguiaran,"72,0","8,5","61,9","82,2",2012
1205,Sagnay,"37,3","6,4","33,3","41,2",2012
1206,Saint Bernard,"39,5","6,7","35,1","43,9",2012
1207,Salay,"27,9","16,1","20,5","35,2",2012
1208,Salcedo (ES),"43,9","5,9","39,7","48,2",2012
1209,Salcedo (IS),"26,8","13,2","21,0","32,7",2012
1210,Sallapadan,"43,2","16,6","31,4","55,0",2012
1211,Salug,"49,5","7,3","43,5","55,4",2012
1212,Salvador,"68,7","7,0","60,8","76,5",2012
1213,Salvador Benedicto,"40,7","21,1","26,5","54,8",2012
1214,Samal,"4,6","16,4","3,3","5,8",2012
1215,Samboan,"31,7","11,6","25,7","37,8",2012
1216,Sampaloc,"15,2","24,8","9,0","21,4",2012
1217,San Agustin (IA),"14,6","14,5","11,1","18,1",2012
1218,San Agustin (RN),"33,4","12,0","26,8","40,0",2012
1219,San Agustin (SS),"37,4","12,4","29,8","45,0",2012
1220,San Andres (CT),"29,9","7,0","26,5","33,4",2012
1221,San Andres (QN),"54,7","14,0","42,1","67,3",2012
1222,San Andres (RN),"30,9","12,5","24,6","37,2",2012
1223,San Antonio (NS),"36,6","10,6","30,2","42,9",2012
1224,San Antonio (NE),"18,1","10,8","14,8","21,3",2012
1225,San Antonio (QN),"24,0","15,8","17,8","30,3",2012
1226,San Antonio (ZA),"11,2","14,4","8,6","13,8",2012
1227,San Benito,"42,4","13,9","32,7","52,1",2012
1228,San Carlos (NO),"23,2","18,0","16,3","30,0",2012
1229,San Carlos (PS),"16,0","10,0","13,3","18,6",2012
1230,Sanchez-Mira,"17,2","11,7","13,9","20,5",2012
1231,San Clemente,"11,8","15,0","8,9","14,7",2012
1232,San Dionisio,"32,7","10,1","27,3","38,1",2012
1233,San Emilio,"24,4","18,0","17,2","31,6",2012
1234,San Enrique (IO),"26,2","11,6","21,2","31,2",2012
1235,San Enrique (NO),"12,3","27,9","6,7","17,9",2012
1236,San Esteban,"18,6","17,5","13,2","23,9",2012
1237,San Fabian,"11,7","14,6","8,9","14,4",2012
1238,San Felipe,"13,7","14,4","10,4","16,9",2012
1239,San Fernando (BK),"63,2","7,1","55,8","70,5",2012
1240,San Fernando (CS),"34,9","8,5","30,1","39,8",2012
1241,San Fernando (CU),"20,7","11,5","16,7","24,6",2012
1242,San Fernando (LU),"3,8","25,7","2,2","5,4",2012
1243,San Fernando (MS),"40,5","7,0","35,9","45,2",2012
1244,San Fernando (PA),"2,5","19,7","1,7","3,3",2012
1245,San Fernando (RN),"35,4","13,0","27,8","43,0",2012
1246,San Francisco (AS),"30,8","7,2","27,1","34,5",2012
1247,San Francisco (CU),"49,3","8,2","42,7","56,0",2012
1248,San Francisco (QN),"45,1","10,9","37,0","53,1",2012
1249,San Francisco (SL),"40,0","7,6","35,0","45,0",2012
1250,San Francisco (SN),"31,6","10,4","26,2","37,0",2012
1251,San Gabriel,"15,0","19,1","10,3","19,7",2012
1252,San Guillermo,"27,6","12,0","22,2","33,0",2012
1253,San Ildefonso (BU),"11,9","8,7","10,2","13,7",2012
1254,San Ildefonso (IS),"10,4","21,6","6,7","14,0",2012
1255,San Isidro (AA),"42,3","16,4","30,9","53,8",2012
1256,San Isidro (BL),"44,9","9,9","37,6","52,2",2012
1257,San Isidro (DN),"43,2","10,8","35,5","50,9",2012
1258,San Isidro (DO),"35,2","12,4","28,0","42,4",2012
1259,San Isidro (IA),"14,6","13,8","11,3","18,0",2012
1260,San Isidro (LE),"47,1","7,4","41,3","52,9",2012
1261,San Isidro (NS),"40,9","7,7","35,7","46,1",2012
1262,San Isidro (NE),"12,6","14,5","9,6","15,6",2012
1263,San Isidro (SN),"46,2","8,5","39,7","52,6",2012
1264,San Jacinto (MS),"38,8","7,6","33,9","43,6",2012
1265,San Jacinto (PS),"13,6","17,6","9,7","17,6",2012
1266,San Joaquin,"28,1","9,1","23,9","32,3",2012
1267,San Jorge,"41,1","7,0","36,4","45,9",2012
1268,San Jose (AE),"8,3","24,3","5,0","11,6",2012
1269,San Jose (BS),"8,6","17,2","6,2","11,1",2012
1270,San Jose (CS),"29,2","8,0","25,3","33,0",2012
1271,San Jose (DI),"35,3","9,5","29,8","40,9",2012
1272,San Jose (NR),"28,8","11,2","23,4","34,1",2012
1273,San Jose (NS),"48,1","8,1","41,7","54,5",2012
1274,San Jose (NE),"14,2","8,8","12,1","16,2",2012
1275,San Jose (OM),"21,2","11,4","17,2","25,2",2012
1276,San Jose (RN),"41,0","14,5","31,2","50,8",2012
1277,San Jose (TC),"24,0","8,8","20,5","27,5",2012
1278,San Jose De Buan,"43,2","13,2","33,8","52,6",2012
1279,San Jose Del Monte,"5,1","17,5","3,7","6,6",2012
1280,San Juan (AA),"22,0","21,6","14,1","29,8",2012
1281,San Juan (BS),"21,2","13,5","16,5","25,9",2012
1282,San Juan (IS),"17,0","11,7","13,7","20,2",2012
1283,San Juan (LU),"7,1","21,4","4,6","9,7",2012
1284,San Juan (MM),"0,3","60,7","0,0","0,6",2012
1285,San Juan (SR),"31,4","10,9","25,8","37,0",2012
1286,San Juan (SL),"35,9","7,5","31,5","40,3",2012
1287,San Julian,"43,5","8,2","37,6","49,4",2012
1288,San Leonardo,"12,2","14,0","9,4","15,0",2012
1289,San Lorenzo,"28,7","16,7","20,8","36,6",2012
1290,San Lorenzo Ruiz,"23,7","18,9","16,3","31,1",2012
1291,San Luis (AS),"55,7","6,1","50,1","61,2",2012
1292,San Luis (AU),"13,2","12,7","10,4","16,0",2012
1293,San Luis (BS),"10,3","18,8","7,1","13,5",2012
1294,San Luis (PA),"6,0","19,1","4,1","7,9",2012
1295,San Manuel (IA),"16,2","12,6","12,8","19,5",2012
1296,San Manuel (PS),"9,1","26,4","5,1","13,0",2012
1297,San Manuel (TC),"10,0","13,9","7,7","12,3",2012
1298,San Marcelino,"14,1","10,3","11,7","16,5",2012
1299,San Mariano,"30,6","7,1","27,0","34,2",2012
1300,San Mateo (IA),"12,7","14,3","9,7","15,7",2012
1301,San Mateo (RL),"3,1","32,6","1,4","4,8",2012
1302,San Miguel (BL),"42,7","8,9","36,5","48,9",2012
1303,San Miguel (BU),"12,6","8,9","10,7","14,4",2012
1304,San Miguel (CT),"32,1","9,1","27,3","36,9",2012
1305,San Miguel (IO),"14,3","16,9","10,3","18,2",2012
1306,San Miguel (LE),"46,4","7,4","40,8","52,0",2012
1307,San Miguel (SS),"37,5","10,4","31,1","43,8",2012
1308,San Miguel (ZR),"46,5","7,8","40,6","52,4",2012
1309,San Narciso (QN),"44,0","10,8","36,2","51,8",2012
1310,San Narciso (ZA),"11,5","14,1","8,8","14,1",2012
1311,San Nicolas (BS),"10,6","22,6","6,7","14,6",2012
1312,San Nicolas (IN),"6,2","23,3","3,8","8,6",2012
1313,San Nicolas (PS),"13,9","16,9","10,0","17,8",2012
1314,San Pablo (IA),"24,4","13,5","19,0","29,8",2012
1315,San Pablo (LA),"5,6","16,6","4,1","7,1",2012
1316,San Pablo (ZR),"46,9","6,6","41,8","52,0",2012
1317,San Pascual (BS),"3,0","27,4","1,6","4,3",2012
1318,San Pascual (MS),"52,8","6,3","47,3","58,3",2012
1319,San Pedro,"1,0","52,9","0,1","1,9",2012
1320,San Policarpo,"52,4","6,3","47,0","57,9",2012
1321,San Quintin (AA),"22,5","26,5","12,7","32,3",2012
1322,San Quintin (PS),"11,8","18,6","8,2","15,4",2012
1323,San Rafael (BU),"7,3","13,6","5,7","8,9",2012
1324,San Rafael (IO),"28,4","17,1","20,4","36,4",2012
1325,San Remigio (AE),"35,9","9,4","30,4","41,4",2012
1326,San Remigio (CU),"27,3","9,6","23,0","31,6",2012
1327,San Ricardo,"46,0","8,3","39,7","52,3",2012
1328,San Roque,"51,0","6,4","45,7","56,3",2012
1329,San Sebastian,"40,8","9,3","34,5","47,0",2012
1330,San Simon,"4,4","26,7","2,4","6,3",2012
1331,San Teodoro,"14,8","21,2","9,7","20,0",2012
1332,Santiago (AN),"40,5","12,5","32,2","48,9",2012
1333,Santiago (IS),"24,7","11,5","20,0","29,3",2012
1334,Santiago (IA),"15,0","11,3","12,2","17,8",2012
1335,San Vicente (CN),"21,6","16,8","15,6","27,6",2012
1336,San Vicente (IS),"14,1","21,1","9,2","18,9",2012
1337,San Vicente (NS),"45,7","9,9","38,3","53,1",2012
1338,San Vicente (PN),"30,1","14,9","22,8","37,5",2012
1339,Sapad,"58,4","8,4","50,4","66,5",2012
1340,Sapang Dalaga,"46,6","9,0","39,7","53,5",2012
1341,Sapa-Sapa,"33,3","17,6","23,7","42,9",2012
1342,Sapi-An,"29,7","16,8","21,5","37,9",2012
1343,Sara,"26,1","10,8","21,4","30,7",2012
1344,Sarangani,"65,9","8,4","56,8","75,0",2012
1345,Sariaya,"23,2","12,4","18,5","28,0",2012
1346,Sarrat,"9,0","19,5","6,1","11,9",2012
1347,Sasmuan,"6,7","18,7","4,7","8,8",2012
1348,Science City of Munoz,"15,1","8,7","12,9","17,3",2012
1349,Sebaste,"24,2","20,0","16,2","32,1",2012
1350,Senator Ninoy Aquino,"54,6","8,7","46,8","62,4",2012
1351,Sergio Osmena,"59,9","6,0","54,0","65,9",2012
1352,Sevilla,"31,7","9,9","26,6","36,9",2012
1353,Shariff Aguak,"74,5","12,4","59,3","89,7",2012
1354,Shariff Saydona Mustapha,"66,0","12,3","52,6","79,4",2012
1355,Siasi,"55,8","11,8","44,9","66,6",2012
1356,Siaton,"45,9","6,5","41,0","50,8",2012
1357,Siay,"37,8","7,1","33,4","42,2",2012
1358,Siayan,"70,5","4,7","65,1","76,0",2012
1359,Sibagat,"47,8","7,2","42,1","53,4",2012
1360,Sibalom,"21,2","10,9","17,4","25,0",2012
1361,Sibonga,"25,7","9,5","21,7","29,7",2012
1362,Sibuco,"67,2","5,4","61,2","73,2",2012
1363,Sibulan,"14,7","13,6","11,4","18,0",2012
1364,Sibunag,"28,4","12,5","22,6","34,2",2012
1365,Sibutad,"40,0","9,3","33,9","46,1",2012
1366,Sibutu,"31,5","19,2","21,5","41,5",2012
1367,Sierra Bullones,"35,1","9,4","29,6","40,5",2012
1368,Sigay,"22,9","26,7","12,9","33,0",2012
1369,Sigma,"28,2","11,7","22,8","33,6",2012
1370,Sikatuna,"29,0","13,0","22,8","35,2",2012
1371,Silago,"31,1","13,1","24,4","37,8",2012
1372,Silang,"5,5","14,7","4,2","6,9",2012
1373,Silay,"14,0","21,3","9,1","18,8",2012
1374,Silvino Lobos,"71,6","4,7","66,0","77,2",2012
1375,Simunul,"42,5","16,2","31,1","53,8",2012
1376,Sinacaban,"38,3","11,4","31,2","45,5",2012
1377,Sinait,"20,0","11,7","16,2","23,8",2012
1378,Sindangan,"46,9","5,1","43,0","50,9",2012
1379,Siniloan,"11,0","18,5","7,7","14,4",2012
1380,Siocon,"49,2","6,3","44,2","54,3",2012
1381,Sipalay,"29,1","15,8","21,6","36,7",2012
1382,Sipocot,"33,6","6,0","30,3","37,0",2012
1383,Siquijor,"18,6","10,6","15,4","21,8",2012
1384,Sirawai,"41,5","10,7","34,2","48,8",2012
1385,Siruma,"58,1","6,0","52,4","63,8",2012
1386,Sison (PS),"7,9","20,1","5,3","10,5",2012
1387,Sison (SN),"45,0","10,2","37,4","52,6",2012
1388,Sitangkai,"23,8","21,6","15,3","32,2",2012
1389,Socorro (OR),"15,4","11,7","12,4","18,3",2012
1390,Socorro (SN),"58,7","10,7","48,4","69,1",2012
1391,Sofronio Espanola,"32,9","11,9","26,5","39,4",2012
1392,Sogod (CU),"33,4","9,3","28,3","38,5",2012
1393,Sogod (SL),"39,1","6,2","35,1","43,1",2012
1394,Solana,"22,7","8,5","19,5","25,9",2012
1395,Solano,"9,5","16,6","6,9","12,1",2012
1396,Solsona,"13,7","16,2","10,1","17,4",2012
1397,Sominot,"50,4","8,2","43,6","57,2",2012
1398,Sorsogon,"19,5","7,8","17,0","22,0",2012
1399,South Ubian,"27,9","22,2","17,8","38,1",2012
1400,South Upi,"68,7","12,6","54,5","82,9",2012
1401,Santa,"12,6","16,9","9,1","16,2",2012
1402,Santa Ana (CG),"20,6","12,3","16,5","24,8",2012
1403,Santa Ana (PA),"6,1","19,5","4,1","8,1",2012
1404,Santa Barbara (IO),"13,1","13,5","10,2","16,1",2012
1405,Santa Barbara (PS),"12,3","15,5","9,2","15,5",2012
1406,Santa Catalina (IS),"16,7","20,2","11,1","22,3",2012
1407,Santa Catalina (NR),"43,1","7,5","37,8","48,3",2012
1408,Santa Cruz (DS),"28,6","13,4","22,3","34,9",2012
1409,Santa Cruz (IS),"21,2","11,1","17,3","25,0",2012
1410,Santa Cruz (LA),"5,3","25,1","3,1","7,4",2012
1411,Santa Cruz (ME),"12,7","12,9","10,0","15,3",2012
1412,Santa Cruz (OM),"35,2","12,6","27,9","42,5",2012
1413,Santa Cruz (ZA),"18,9","8,4","16,3","21,5",2012
1414,Santa Elena,"30,4","14,3","23,2","37,5",2012
1415,Santa Fe (CU),"39,8","9,5","33,6","46,0",2012
1416,Santa Fe (LE),"43,9","6,8","39,0","48,8",2012
1417,Santa Fe (NV),"23,7","13,4","18,4","28,9",2012
1418,Santa Fe (RN),"37,0","11,1","30,2","43,7",2012
1419,Santa Ignacia,"12,7","11,4","10,3","15,1",2012
1420,Santa Josefa,"36,0","10,3","29,9","42,1",2012
1421,Santa Lucia,"21,9","9,8","18,4","25,4",2012
1422,Santa Magdalena,"35,5","10,5","29,4","41,7",2012
1423,Santa Marcela,"32,6","17,7","23,1","42,2",2012
1424,Santa Margarita,"33,1","9,7","27,9","38,4",2012
1425,Santa Maria (BU),"4,1","19,0","2,8","5,4",2012
1426,Santa Maria (DS),"50,7","9,8","42,5","58,9",2012
1427,Santa Maria (IS),"18,5","10,2","15,4","21,6",2012
1428,Santa Maria (IA),"31,3","10,3","26,0","36,6",2012
1429,Santa Maria (LA),"20,6","16,8","14,9","26,2",2012
1430,Santa Maria (PS),"16,6","17,9","11,7","21,5",2012
1431,Santa Maria (Imelda),"26,7","20,3","17,8","35,7",2012
1432,Santa Monica,"36,1","9,1","30,7","41,5",2012
1433,Santander,"27,9","11,6","22,6","33,3",2012
1434,Santa Praxedes,"17,5","19,5","11,9","23,1",2012
1435,Santa Rita (PA),"4,9","28,1","2,6","7,2",2012
1436,Santa Rita (WS),"48,2","7,0","42,6","53,7",2012
1437,Santa Rosa (LA),"1,9","36,1","0,8","3,0",2012
1438,Santa Rosa (NE),"15,6","9,7","13,1","18,1",2012
1439,Santa Teresita (BS),"6,0","29,9","3,1","9,0",2012
1440,Santa Teresita (CG),"16,2","12,3","12,9","19,4",2012
1441,Santo Domingo (AY),"25,5","10,3","21,1","29,8",2012
1442,Santo Domingo (IS),"21,1","10,4","17,4","24,7",2012
1443,Santo Domingo (NE),"18,7","10,1","15,6","21,8",2012
1444,Santol,"20,6","18,4","14,4","26,9",2012
